Official Symbol Interactor A,Official Symbol Interactor B
TP53,MARS
TP53,MCM2
TP53,GNL2
TP53,LIG3
TP53,HSPA4L
TP53,KIF11
TP53,PRPF8
TP53,CANX
TP53,KHSRP
TP53,RPL4
TP53,MCM4
TP53,DHX16
TP53,EML4
TP53,RTN4
TP53,AP2B1
TP53,RECQL
TP53,DTL
TP53,GTPBP4
TP53,TRA2B
TP53,LAMP1
TP53,EMC1
TP53,TMEM205
TP53,PPM1B
TP53,BMS1
TP53,KIF2A
TP53,BRCA2
TP53,ASPH
TP53,WDR1
TP53,TPP2
TP53,ELP2
TP53,NOL10
TP53,SLC6A15
TP53,VPS16
TP53,AP3B1
TP53,ALG6
TP53,TMTC3
TP53,IDE
TP53,P3H1
TP53,IGHV1-2
TP53,FAM115A
TP53,C4B
TP53,PFAS
TP53,ZYX
TP53,BBS7
TP53,PTDSS2
TP53,PDPR
TP53,HNRNPM
TP53,TUBA4A
TP53,CLPTM1
TP53,CHD4
TP53,CDS2
TP53,ADNP
TP53,SRPK1
TP53,DNMT1
TP53,FUS
TP53,SKIV2L2
TP53,OSBPL11
TP53,LDHA
TP53,MSH2
TP53,PRDX1
TP53,SCAMP2
TP53,MEPCE
TP53,PRMT5
TP53,EXOSC10
TP53,SUZ12
TP53,WDR47
TP53,CALML5
TP53,SLC29A1
TP53,RPA1
TP53,NEDD8
TP53,SERINC1
TP53,WWP2
TP53,POLR2B
TP53,CAP2
TP53,TSR1
TP53,SLC35B2
TP53,RTN3
TP53,DAD1
TP53,MPDU1
TP53,LARS
TP53,IGF2BP1
TP53,PLCG1
TP53,HP1BP3
TP53,PALLD
TP53,AP3D1
TP53,TMEM258
TP53,UBE2O
TP53,ZMPSTE24
TP53,FLVCR1
TP53,SNRNP70
TP53,CDIPT
TP53,YIPF5
TP53,RPL13
TP53,RBM28
TP53,MTA1
TP53,TTLL12
TP53,TRAM1
TP53,EXOSC9
TP53,RPL5
TP53,RSL1D1
TP53,AKAP8L
TP53,ZAK
TP53,EIF3C
TP53,PDE12
TP53,DPP9
TP53,RSBN1
TP53,NADSYN1
TP53,RPL29
TP53,SSRP1
TP53,RPS27
TP53,HIST1H2AJ
TP53,TM9SF4
TP53,FTSJ3
TP53,ZFR
TP53,ZNF280C
TP53,ARGLU1
TP53,WDR3
TP53,GARS
TP53,HNRNPK
TP53,ABCF2
TP53,SPCS2
TP53,PFKM
TP53,DYTN
TP53,CSTA
TP53,PAN3
TP53,CPT1A
TP53,GTF3C3
TP53,RPL15
TP53,KIF20A
TP53,FKBP10
TP53,MGEA5
TP53,CHPT1
TP53,ITCH
TP53,PARN
TP53,DYNC1H1
TP53,RBM39
TP53,ERCC3
TP53,GEMIN5
TP53,JUP
TP53,KPRP
TP53,ARHGEF26
TP53,YIPF6
TP53,SLC2A1
TP53,KPNB1
TP53,YWHAE
TP53,MYO5B
TP53,NRD1
TP53,WFS1
TP53,SYNCRIP
TP53,UFL1
TP53,ANXA2
TP53,CXorf57
TP53,LIMA1
TP53,U2SURP
TP53,PACS1
TP53,FARP2
TP53,AGTRAP
TP53,SPNS1
TP53,NHLRC2
TP53,TMEM63B
TP53,ACTN4
TP53,LMNB1
TP53,PRDX6
TP53,GPCPD1
TP53,RPL18
TP53,MECP2
TP53,SLC5A6
TP53,PAPOLA
TP53,PABPC4
TP53,AGO2
TP53,PWP2
TP53,SLAIN2
TP53,ABR
TP53,SLC25A6
TP53,H1F0
TP53,ZFP91
TP53,NUP155
TP53,SCAMP4
TP53,HSPA5
TP53,MGST2
TP53,GSPT1
TP53,CMTM6
TP53,AGO1
TP53,TOP2A
TP53,HNRNPA2B1
TP53,PRMT7
TP53,TSPAN6
TP53,DSC3
TP53,TFRC
TP53,HTATSF1
TP53,CXXC1
TP53,C4orf32
TP53,SMC5
TP53,SEL1L
TP53,FAM83D
TP53,CORO7
TP53,INCENP
TP53,NEDD1
TP53,SLC35F2
TP53,CLCN7
TP53,MFSD1
TP53,ADAM9
TP53,XRCC6
TP53,ELL
TP53,APAF1
TP53,ADD1
TP53,MYADM
TP53,DNAH17
TP53,AP1G1
TP53,PTPRF
TP53,ZDHHC5
TP53,SRP72
TP53,DDI2
TP53,MYO1D
TP53,MED16
TP53,S100A8
TP53,GAA
TP53,SMARCA1
TP53,CD81
TP53,PROSER1
TP53,SBSN
TP53,CST6
TP53,TGM3
TP53,PPWD1
TP53,WDR48
TP53,ZNF384
TP53,NUFIP2
TP53,LAMP2
TP53,DHX36
TP53,TNRC6B
TP53,TOP3B
TP53,UBAC2
TP53,NPM1
TP53,TP53I11
TP53,TUBGCP6
TP53,GTF3C2
TP53,CEPT1
TP53,PLOD3
TP53,NUP160
TP53,DDX10
TP53,LMBRD2
TP53,KIF1C
TP53,PRKCSH
TP53,IARS2
TP53,AGPAT6
TP53,BTK
TP53,RPL13AP3
TP53,SLC26A6
TP53,RPL27A
TP53,RCC2
TP53,ACADM
TP53,PGM3
TP53,NUP133
TP53,DDX20
TP53,RPN2
TP53,THRAP3
TP53,RPS8
TP53,PRDX2
TP53,RAP2C
TP53,CHM
TP53,SLC38A1
TP53,PRKD3
TP53,SMTN
TP53,ND5
TP53,RPL23A
TP53,TRIM28
TP53,SACM1L
TP53,LYZ
TP53,ZNF598
TP53,RDX
TP53,SPIN1
TP53,STK38
TP53,NFKB2
TP53,CHORDC1
TP53,NPLOC4
TP53,ARL6IP1
TP53,DHX30
TP53,PTPLB
TP53,TESPA1
TP53,SBNO1
TP53,CAPN8
TP53,OR6C75
TP53,ANKRD36C
TP53,DDX11L8
TP53,COL6A5
TP53,FHAD1
TP53,ZNF814
TP53,TNFRSF11B
TP53,NOP56
TP53,PDXK
TP53,CIT
TP53,PPM1D
TP53,EIF3H
TP53,FGF10
TP53,SEC14L5
TP53,BUB3
TP53,KIF5C
TP53,TLR5
TP53,SNX2
TP53,MEGF6
TP53,COQ9
TP53,ULK1
TP53,MTRF1
TP53,RFPL3
TP53,STBD1
TP53,VAPB
TP53,PTH
TP53,IGJ
TP53,IGHG2
TP53,SPTA1
TP53,APOH
TP53,TK1
TP53,CCDC175
TP53,SET
TP53,MYH13
TP53,PVR
TP53,HSPA6
TP53,HDC
TP53,C4BPB
TP53,SCP2
TP53,MAP4
TP53,LMOD1
TP53,OAS2
TP53,HOXD12
TP53,GBP2
TP53,SOAT1
TP53,HSD17B3
TP53,ZEB1
TP53,PRKCI
TP53,NCAPD3
TP53,RAP1GAP
TP53,GABRB2
TP53,NRIP1
TP53,KNTC1
TP53,PMS1
TP53,PMS2
TP53,UGT2B15
TP53,CASP7
TP53,SUMO3
TP53,GABARAPL2
TP53,HSPE1
TP53,PRAME
TP53,HDLBP
TP53,CENPE
TP53,TCHH
TP53,EP300
TP53,CGNL1
TP53,BPTF
TP53,ARHGAP5
TP53,MMRN1
TP53,ZNF177
TP53,PLD1
TP53,ORC1
TP53,ROCK1
TP53,BAAT
TP53,DSG2
TP53,TRIM25
TP53,ZNF267
TP53,NBR1
TP53,NCOA6
TP53,PDCD11
TP53,FAM175B
TP53,SLC39A14
TP53,PLCB4
TP53,RABEP1
TP53,ZRSR2
TP53,MPEG1
TP53,HYDIN
TP53,FAM133B
TP53,FSIP2
TP53,TTC38
TP53,NHSL1
TP53,TMTC4
TP53,SYCP2L
TP53,ZNF648
TP53,DCAF12
TP53,CEP350
TP53,SPATA1
TP53,FAM91A1
TP53,ARL6IP4
TP53,RPGRIP1L
TP53,CC2D2B
TP53,ACAD10
TP53,PYHIN1
TP53,TET2
TP53,GLCCI1
TP53,FAM198B
TP53,LCLAT1
TP53,PDZD4
TP53,BNC2
TP53,GBP6
TP53,KRBA2
TP53,FGD6
TP53,PAXIP1
TP53,SV2A
TP53,CHST9
TP53,TAS1R1
TP53,KDELC2
TP53,TRPM1
TP53,C6orf201
TP53,ZNF329
TP53,FAM35A
TP53,HOOK3
TP53,SERPINA9
TP53,FBXO11
TP53,NDUFA11
TP53,VRK3
TP53,DNAH10
TP53,P3H2
TP53,HERC6
TP53,ARID3B
TP53,BRSK2
TP53,CCAR1
TP53,FAM217A
TP53,CKAP2L
TP53,DIS3L2
TP53,MCOLN2
TP53,ASPM
TP53,CADM2
TP53,SPATA6L
TP53,MARVELD2
TP53,CNTD1
TP53,TTLL6
TP53,PNLDC1
TP53,TTC16
TP53,THOC2
TP53,CAGE1
TP53,PNISR
TP53,SSMEM1
TP53,PSPC1
TP53,SYNE2
TP53,AHCTF1
TP53,PTPRU
TP53,RREB1
TP53,RUNDC1
TP53,DCUN1D1
TP53,SCARF2
TP53,LRIG1
TP53,LRR1
TP53,KIF16B
TP53,ZSWIM3
TP53,YTHDC1
TP53,FRMD6
TP53,ANKRD27
TP53,SLC38A2
TP53,KCTD15
TP53,RSF1
TP53,FEV
TP53,WAC
TP53,ELOVL1
TP53,SHANK3
TP53,LDHAL6B
TP53,CEP295
TP53,WDR12
TP53,IQCG
TP53,PUS7L
TP53,RBSN
TP53,PABPC3
TP53,NARFL
TP53,C19orf44
TP53,KIF9
TP53,CENPJ
TP53,PRDM11
TP53,MYO5C
TP53,ATP8A2
TP53,TMEM106B
TP53,DACT1
TP53,PIPOX
TP53,ARHGAP20
TP53,POLK
TP53,CLIP2
TP53,LRWD1
TP53,IFT172
TP53,TES
TP53,GLS2
TP53,RPUSD1
TP53,CCNL1
TP53,DBR1
TP53,UTP11L
TP53,ZNF451
TP53,KIAA0430
TP53,CDY1
TP53,MYO16
TP53,UFL1
TP53,DDRGK1
UFL1,TP53
DDRGK1,TP53
UFL1,TP53
DDRGK1,TP53
TP53,UFL1
TP53,DDRGK1
UFL1,TP53
TP53,MDM2
TP53,MDM2
TP53,RAD18
TP53,UBE3C
DMD,TRIM63
TRIM63,DMD
USP7,TP53
LINC00152,FASN
KLHL4,TP53
TP53,KLHL4
TP53,RNF126
RNF126,TP53
TP53,CDKN1A
PTEN,SMURF1
PTEN,SMURF1
SMURF1,PTEN
KIAA1524,PIK3R1
MDM2,RB1
TP53,MDM2
TRIML2,TP53
DDX39B,KPRP
DDX39B,FLG2
DDX39B,IQGAP1
DDX39B,LTF
ACTB,DST
ACTR3,DST
ACTR3,TP53
AKAP1,RBM47
AKAP1,EPPK1
ANAPC2,TP53
AP2B1,HIP1
APEX1,KMT2B
APEX1,PSIP1
APEX1,CENPF
APEX1,STAG2
ARF6,DMD
ARF6,EGFR
ARF6,FRS2
ARF6,IQGAP1
ARF6,PIK3R1
ASF1A,KMT2B
ASF1A,PAN3
ASF1A,BCOR
ASF1A,CENPF
ASF1A,FIP1L1
ASH2L,KMT2B
ASH2L,KMT2C
B3GAT1,HIP1
B3GAT1,KCNB2
BCAP31,KCNB2
C11orf52,DST
C11orf52,EGFR
C11orf52,EPHA3
C11orf52,ERBB2
C11orf52,FRS2
C11orf52,IQGAP1
C11orf52,PIK3R1
CALU,KIF4B
CAV1,DST
CAV1,EGFR
CAV1,ERBB2
CAV1,FRS2
CAV1,PIK3R1
CAV1,AHNAK2
CBX3,ATRX
CBX3,KMT2B
CBX3,MDC1
CBX3,MKI67
CBX3,PSIP1
CBX3,STAG2
CBX3,BCOR
CD3EAP,RPL5
CD3EAP,TRRAP
CD3EAP,KMT2B
CD3EAP,STAG2
CENPA,ATRX
CENPA,MSH6
CENPA,KMT2B
CENPA,PSIP1
CENPA,STAG2
CEP135,TP53
CLTA,HIP1
CLTA,AHNAK2
CLTB,HIP1
COIL,BCL11A
COIL,MLLT3
COIL,MNX1
COIL,RPL5
COIL,BCOR
COIL,MSH6
COIL,STAG2
CTNNA1,CENPF
CTNNB1,DST
CXADR,DST
CXADR,EGFR
CXADR,FRS2
CXADR,KCNB2
CXADR,PIK3R1
DCTN1,CDC27
DDX23,FIP1L1
DENND6A,DST
DERL1,KCNB2
DERL1,SLC27A2
DHFRL1,FLG2
DHX40,FIP1L1
DHX8,FIP1L1
DHX8,BCOR
DIRAS3,DST
DIRAS3,EGFR
DIRAS3,FRS2
DIRAS3,HIP1
DIRAS3,KCNB2
EBAG9,DST
EBAG9,FRS2
EBAG9,PIK3R1
EIF6,CDC27
ELOVL5,LRIG3
EMD,KCNB2
EMD,SYNE1
EPB41L4A,DST
EPB41L4A,FRS2
EPB41L4A,KCNB2
EPB41L4A,EPPK1
ERGIC1,CDKN2A
ERGIC2,KCNB2
EZR,FRS2
FLOT1,DST
FLOT1,EGFR
FLOT1,ERBB2
FLOT1,FRS2
FLOT1,KCNB2
FLOT1,PIK3R1
FLOT1,IQGAP1
FLOT1,NF1
GFAP,TP53
GJA1,DST
GJA1,EGFR
GJA1,EPHA3
GJA1,EPHB3
GJA1,ERBB2
GJA1,FRS2
GJA1,KCNB2
GJA1,LRIG3
GJA1,PIK3R1
GJD3,DST
GJD3,EGFR
GJD3,EPHB3
GJD3,FRS2
GJD3,HIP1
GJD3,KCNB2
GJD3,SYNE1
GOLGA1,AHNAK2
GOLGA1,DST
GOLGA2,BCL11A
GOLGA2,BCOR
HIST1H2BG,KMT2B
HIST1H2BG,MDC1
HIST1H2BG,MKI67
HIST1H2BG,MSH6
HIST1H2BG,PSIP1
HIST1H2BG,STAG2
HIST1H2BG,ATRX
HIST1H2BG,BCOR
HIST1H2BG,RB1
HIST1H3A,MKI67
HIST1H3A,PSIP1
HIST1H3A,ATRX
HIST1H3A,MDC1
HNRNPA1,FIP1L1
HNRNPA1,QKI
HSD17B11,LRIG3
HSD17B11,SLC27A2
HSD17B11,SYNE1
KRAS,BRAF
KRAS,CDC27
KRAS,EGFR
KRAS,ERBB2
KRAS,IQGAP1
KRAS,KCNB2
KRAS,LZTR1
KRAS,NF1
KRAS,PIK3CA
KRAS,PIK3R1
KRAS,DST
KRAS,FRS2
KRT18,EPPK1
KRT8,EPPK1
KRT8,TP53
LAMP1,DST
LAMP1,IQGAP1
LAMP1,KCNB2
LAMP1,PIK3CA
LAMP1,PIK3R1
LAMP1,AHNAK2
LAMP2,DST
LAMP2,KCNB2
LAMP3,ABCB1
LAMP3,KCNB2
LAMTOR1,DST
LAMTOR1,FRS2
LAMTOR1,PIK3R1
LAMTOR1,DMD
LAMTOR1,EGFR
LAMTOR1,IQGAP1
LATS1,TP53
LCK,DST
LCK,FRS2
LCK,PIK3R1
LCK,AHNAK2
LCK,NF1
LMAN1,KCNB2
LMAN1,DST
LMNA,PSIP1
LMNB1,EPPK1
KIAA1715,SYNE1
LRRC59,SYNE1
LYN,DMD
LYN,DST
LYN,EGFR
LYN,EPHA3
LYN,ERBB2
LYN,FRS2
LYN,IQGAP1
LYN,KCNB2
LYN,PIK3R1
LYN,AHNAK2
LYN,NF1
LYN,EPHB3
LYN,RPL5
MAPRE1,DST
MAPRE3,CDC27
MAPRE3,DST
MAPRE3,CENPF
MARCKS,EGFR
MARCKS,FRS2
MARCKS,DMD
MARCKS,IQGAP1
METTL7A,KCNB2
METTL7A,LRIG3
METTL7A,SYNE1
MLLT4,DST
MLLT4,EGFR
MLLT4,FRS2
MLLT4,KCNB2
NIFK,MKI67
NIFK,RPL5
NOP56,RPL5
NUP155,EPPK1
NUP155,KCNB2
NUP50,BCOR
OCLN,DST
OCLN,EGFR
OCLN,ERBB2
OCLN,FRS2
OCLN,KCNB2
OCLN,PIK3R1
PANX1,CDKN2A
PARD3,DST
PARD3,FRS2
PARP1,BCL11A
PARP1,RB1
PARP1,STAG2
PARP1,PSIP1
PARP1,RPL5
PEX3,CDKN2A
PEX3,EPPK1
PFN1,NF1
PFN1,AHNAK2
POLR1E,BCL11A
POLR1E,RPL5
POLR2C,TP53
PTK2,RPL5
PXN,BCAR1
PXN,TP53
RAB11A,ABCB1
RAB11A,AHNAK2
RAB11A,DST
RAB11A,FRS2
RAB11A,KCNB2
RAB2A,KCNB2
RAB2A,PIK3R1
RAB2A,IQGAP1
RAB35,EGFR
RAB35,EPHA3
RAB35,ERBB2
RAB35,FRS2
RAB35,IQGAP1
RAB35,PIK3R1
RAB35,DST
RAB4A,DST
RAB4A,EGFR
RAB4A,FRS2
RAB4A,AHNAK2
RAB5A,DST
RAB5A,FRS2
RAB9A,DST
RAB9A,EGFR
RAB9A,FRS2
RDX,CENPF
RHOB,CDC27
RHOB,EGFR
RHOB,EPPK1
RHOB,FRS2
RHOB,HIP1
RHOB,IQGAP1
RHOB,NF1
RHOB,PIK3R1
RPL31,MKI67
RPL31,RPL5
RPN1,KCNB2
RPN2,KCNB2
RPN2,SYNE1
RPS24,RPL5
RPS6,MKI67
RPS6,PSIP1
SEC61B,SLC27A2
SEC61B,SYNE1
SEC62,KCNB2
SEC62,SYNE1
SEPT10,CENPF
SQSTM1,CDC27
SQSTM1,PRKCZ
SSR1,SYNE1
STIL,TP53
STIM1,SYNE1
STX4,EGFR
STX4,FRS2
STX4,LRIG3
STX4,SYNE1
STX6,AHNAK2
STX6,DST
STX6,ERBB2
STX6,FRS2
STX6,HIP1
STX7,DST
STX7,EGFR
STX7,FRS2
STX7,HIP1
STX7,KCNB2
SYNE3,PAN3
SYNE3,TP53
SYNE3,DST
TERF2IP,BCOR
TERF2IP,KMT2B
TERF2IP,MDC1
TERF2IP,PSIP1
TERF2IP,MKI67
TERF2IP,MLH1
TERF2IP,RB1
TERF2IP,TBL1XR1
TRIM36,CDC27
TUBB,CDK4
VCL,BCAR1
VCL,DST
VIM,EPPK1
ZFPL1,EGFR
ZFPL1,FRS2
ZFPL1,KCNB2
ZFPL1,DST
ZNF330,CDC27
ZNF330,PSIP1
ZNF330,KMT2B
ZNF330,MSH6
ZNF330,RPL5
ZNF330,STAG2
ZYX,AHNAK2
TRIM37,PTEN
TRIM37,MYH2
TRIM37,EPPK1
TRIM37,IQGAP1
TRIM37,RPL5
TRIM37,MYH13
TRIM37,FGG
ERBB2,HSP90B1
ERBB2,EGFR
ERBB2,ERBB3
ERBB2,ERBB2
FURIN,S
FURIN,S
NFE2L2,DDIT3
NFE2L2,DDIT3
NFE2L2,DDIT3
NEDD4L,LTF
TRIM3,TP53
TP53,TRIM3
UCHL1,PARK2
TRIM65,IDH1
KLHL18,PIK3R1
SNAI2,MDM2
NBR1,DST
NBR1,PSIP1
MDM2,CDH1
USP11,FASN
SKA3,STAG2
MDM4,TP53
TLE4,KPRP
TLE4,PSPH
NFKBIA,TP53
NFKBIA,TP53
MDM2,RPL11
MDM2,TP53
ATG7,KMT2B
ATG7,LZTR1
ATG7,NF1
ATG7,CDK6
SOX2,USP34
USP34,SOX2
STAG2,USP13
STAG2,USP13
SMC3,STAG2
AR,MDM2
CDC27,CDCA8
CDC27,CDC23
PARK2,GNL1
PARK2,SF3B2
PARK2,MRPL13
PARK2,FAM120A
PARK2,ZNF622
PARK2,LSG1
PARK2,GRSF1
PARK2,NKRF
PARK2,MRPL19
PARK2,RALY
PARK2,MRPL45
PARK2,SF3B3
PARK2,GTPBP4
APOA1BP,PARK2
PARK2,APOA1BP
PARK2,MFN1
PARK2,MFN2
TP53,POLI
TP53,EP300
TP53,PCNA
TP53,POLI
CBL,EGFR
HTRA4,RPL5
HTRA4,TP53
UBQLN2,CDK4
UBQLN2,FAF1
UBQLN1,DST
RNF186,EPHB3
RNF186,EPHB3
EPHB3,RNF186
RNF186,EPHB3
FZR1,CDC27
UBC,EPPK1
FZR1,FASN
FZR1,TP53
FZR1,CDKN2A
FZR1,FLG2
FZR1,ABCB1
FZR1,MSH6
FZR1,CDH18
FZR1,QKI
ATRX,ZMYND8
CDKL5,MLH1
DLG4,GRIN2A
MDM4,MDM2
MDM4,CDK1
MDM4,CDK1
MDM4,TP53
FXR1,TP53
FXR2,BCL11A
FXR1,TP53
HOXA1,FBLN2
HOXA1,FN1
HOXA1,KRTAP4-11
MBD1,TNC
NF1,EFS
NUFIP2,FBLN2
PTEN,CACTIN-AS1
PTEN,CXXC1
PTEN,EML1
PTEN,FLNA
PTEN,MPRIP
PTEN,PICK1
PTEN,RYBP
PTEN,YAF2
PTEN,CXXC1
PTEN,PICK1
TSC1,BCL11A
EGFR,S
DDX39A,JAZF1
DDX39A,SLC27A2
DDX39A,IL4R
DDX39A,LRFN5
DDX39A,KCNB2
DDX39A,PIK3CA
WDR5,FASN
WDR5,IDH1
WDR5,IQGAP1
WDR5,EPPK1
WDR5,KMT2B
WDR5,FN1
WDR5,KMT2C
WDR5,RPL5
WDR5,FIP1L1
WDR5,LTF
WDR5,SLC27A2
TP53,TFAP2B
PAGE4,FASN
PAGE4,RPL5
PCGF1,BCOR
MAP4K3,RPL5
MAP4K4,RPL5
MAP4K4,TP53
NUDCD2,EPPK1
NUDCD2,RPL5
NUDCD2,OBSCN
NUDCD2,IQGAP1
NUDCD2,SYNE1
DAXX,TP53
PARK2,PHGDH
PARK2,PHGDH
PHGDH,PARK2
NAA40,ATRX
NAA40,DST
NAA40,MSH6
NAA40,MKI67
NAA40,RPL5
NAA40,FASN
NAA40,IDH1
NAA40,MLH1
NAA40,TP53
NAA40,PSIP1
NAA40,BCOR
NAA40,AHNAK2
TRIM28,MDM2
EDEM1,FAF1
VPS33A,BCL11A
BGLT3,FASN
EDEM1,TP53
PINK1,PARK2
PARK2,DDX58
DDX58,PARK2
IFIH1,PARK2
PARK2,IFIH1
KMT2B,WDR5
NUCKS1,ATRX
ATRX,NUCKS1
ATRX,RAD51
ATRX,NUCKS1
ATRX,RAD51
ATRX,RAD51
ATRX,RAD51AP1
ATRX,RAD51AP1
CHD4,BCL11A
CHD4,MKI67
ABCB1,UBB
FURIN,S
MAPK9,JUN
HSP90AA1,IKZF1
IKZF1,HSP90AA1
STUB1,IKZF1
IKZF1,STUB1
USP13,PTEN
PTEN,USP13
USP13,PTEN
PTEN,USP13
NUMB,IQGAP1
NUMB,IQGAP1
PTEN,WWP2
MDM2,TP53
MDM2,HSPA4
MDM2,CD276
FOS,EGFR
JUN,EGFR
BRD2,EGFR
BRD3,EGFR
BRD4,EGFR
EGFR,SFN
SFN,EGFR
ZBTB2,BCL11A
ZBTB2,TP53
ZBTB2,MSH6
PPP1R9B,RB1
PPP1R9B,RB1
ID2,DST
PDZK1,ABCC4
DMD,DTNA
PCDH20,PTPRD
TAZ,LRP1B
PDGFRA,GALNT7
STK11,DSG3
RBM47,FASTKD2
RASL10B,MAPK9
ERBB2,AIM1
SEMA3E,GLDC
LTBR,MKI67
TCEB3B,FGA
C3orf18,MAPK9
LRRC55,SLC16A10
KRT4,EPPK1
LRRN2,FGFR1
GRIN2A,TTC28
TADA2B,TRRAP
RYBP,BCOR
JAZF1,MBTD1
PDGFRA,ACSF3
NPTN,STAG2
RING1,FGG
HCN1,NDRG2
KIF2B,CDC27
PDGFRA,INHBE
TNFRSF10B,FGFR1
FCGRT,FURIN
MLH1,MCM9
CREB3L1,TRRAP
MLH1,BRIP1
GRIN2A,PDE3B
CLIC3,PAN3
FGF13,RPL5
PDGFRA,SMPD1
ING1,ATRX
DCAF12L2,RCOR1
ERBB2,TIMP1
HLX,KPRP
DDIT3,LDOC1L
KIF2B,TXLNA
DTWD2,ERBB2
GRIN2A,GRIN2B
REC8,STAG2
MTAP,NT5C3A
BPIFA1,TCHH
PDGFRA,MAN2A2
PDGFRA,MAN2A1
KCNE3,DST
PCDHA3,ATP2A3
FAM177A1,SLC27A2
QKI,HSPA2
EIF4A3,LZTR1
RBM47,RBM19
TMEM169,ABCB1
GABRA6,ATP2A3
SULF2,LRP1B
TGFA,PTPRD
MDM4,FAM193A
PDE3A,LRIG3
GRIN2A,PPP2R5D
GRIN2A,PPP2R5E
GRIN2A,PPP2R5B
P4HA3,KMT2B
HBM,LTF
FAS,C1orf27
BPNT1,POTEF
PDGFRA,PDGFRL
TYW5,POTEF
IL4R,RHOBTB3
SUN2,POTEF
FURIN,AHCTF1
TTYH1,ABCC4
OTOA,SLC27A2
ARMC10,AHNAK2
TAS2R19,ABCB1
PDGFRA,POMGNT2
C7orf60,REN
HSPA1A,QKI
PDGFRA,CTSF
PDGFRA,MBTPS1
GRAP2,CDC27
PPP6R2,SLC27A2
LRRC55,LETMD1
IGHG1,POTEF
PDGFRA,PCOLCE2
FGF11,MLLT3
OGFR,CDK4
YWHAG,ERRFI1
LRRC55,SLC47A1
SEMA3C,SEMA3F
LRRC55,ENTPD4
PAN3,PAN2
ZNF330,SEMG1
CBX6,BCOR
KCNG1,KCNB2
REN,FAT1
RPL11,MDM2
CMKLR1,ABCC4
HCN1,SERPINA3
EGFL6,LRP1B
HDGFRP2,PSIP1
MYL10,IQGAP1
ING5,TRRAP
PMEL,PTPRD
MORF4L2,TRRAP
SNX27,FGG
VSIG4,PIK3R1
SLCO6A1,TTYH3
TBL1Y,TBL1XR1
GRIN2A,HIGD2A
PRKCZ,GBAS
JAZF1,NR2C1
IL4R,PKMYT1
PCDHA3,GAS6
CLPB,MDM2
LSM14B,SEMG1
HCN1,TYMP
SLITRK3,ERBB2
PCDHA3,ABHD6
PPP1R14D,MAPK9
CARD8,BCOR
TRIM69,POTEF
GRIN2A,ATP2A3
FAS,TUBB
MMP13,FBXO45
MLH1,PMS2
PSCA,EGFR
LRRC55,TMTC4
KAT5,TRRAP
SKP1,CDC27
HSD17B7P2,POTEF
MYCL,TRRAP
LRRC55,MTCH1
FAM19A3,LRP1B
C19orf38,NF1
MLC1,FGFR1
ECM1,FN1
HAUS7,SLC27A2
PCDHA3,SLC12A4
PRSS16,FLG2
TPTE2,DIAPH3
RBMS2,QKI
FBLN2,ZNF316
CEP250,SPTA1
TTYH1,ABCB1
BSPRY,SEMG1
PDGFRA,TMEM2
SMAD2,CDC27
DEFA5,PIK3R1
CLEC12B,LRIG3
SH2D3A,BCAR1
NAT8B,ABCC4
GRIN2A,PPP2CA
DYNLL1,DYNC1I1
KIF2B,MIS12
ZBTB44,TP53
JAZF1,METAP2
SPSB4,LRIG3
ZNF675,KPRP
SIX3,AHNAK2
SIGLECL1,STAG2
PDGFRA,CD55
HCN1,HIST2H3PS2
CARTPT,CDKN2C
FBLN2,UBA52
TFDP3,RB1
OLR1,F5
SEMA3C,SEMA3A
THEMIS,POTEF
HCN1,PEX5
PDGFRA,LRP11
THRSP,CDC27
KCNE3,PIK3R1
KCNE3,PIK3CA
RPS11,MDM2
DMD,SIRT2
PCDHB1,PTPRD
RIPPLY3,FLG
CDKN2A,IMPDH1
PDGFRA,CHSY1
PRKCZ,WWC1
SCIN,POTEF
CSNK2B,KMT2B
BAG2,TBL1XR1
CGA,FN1
RPL15,MDM2
SUPT20H,TRRAP
FAS,UFSP2
H2AFZ,TRRAP
RBM47,RPL17
HSFY1,POTEF
MYCL,JAZF1
CDK6,CDKN1B
CDK6,CDKN2A
RASL11B,LTF
PRM2,FAF1
PSG8,GPR98
SLX1A,CDKN2C
PDGFRA,B4GALT6
BRAF,MAP2K1
BRAF,MAP2K2
EDAR,ABCC4
CHRDL1,LRP1B
CSTL1,FN1
TPTE2,C14orf80
CHST7,POTEF
KIF2B,TXLNG
TNFRSF10A,PTPRD
DYNC1I1,DYNC1LI1
PDGFRA,QSOX1
PYCR2,AHNAK2
LRRC55,TMEM183A
LRPAP1,LRP1B
DMD,OSBPL1A
PCDHA11,PCDHA1
CHRDL2,FGG
PIANP,PTPRD
PRAMEF9,MAPK9
C7orf34,SEMA3C
HCN1,HIST2H2AC
ANAPC13,CDC27
SLCO6A1,PTPN1
RFC5,RB1
CLEC12B,FURIN
CCDC51,KPRP
PDGFRA,CHST12
PDGFRA,ICAM4
HLA-DPA1,POTEF
DYNLL1,KMT2C
HIST1H4I,ATRX
CER1,FN1
NCAPH2,TBL1XR1
RBBP4,BCL11A
PDGFRA,ADAM9
IL3RA,FGFR1
SCGB2A1,SLC27A2
LRRC55,TMEM219
TOX4,KPRP
TMEM257,LTF
EFNB1,EPHB3
GSKIP,KPRP
SH3KBP1,CDC27
LRRC55,SLC9A1
PDGFRA,FGFR4
